GraphName,Version,Nodes,Edges,Wall Time,CPU Time,Clusters,Modularity,MaxIterations,FirstMoveTime,MoveTime,CoarsenTime,RefineTime,Threads,CacheLevel,CacheMissCount,Refine,StablePartitioningTime,Scale,EdgeFactor,a,b,c,d
RMAT_18_8-0.400000-0.300000-0.200000-0.100000,ONLP,262144,2097152,0.0686256,2.26579,10326,6.67571e-06,25,0,27,0,0,36,LL,0,0,6.6e-08,18,8,0.4,0.3,0.2,0.1
RMAT_18_8-0.400000-0.300000-0.200000-0.100000,ONLP,262144,2097152,0.0687146,2.2673,10325,6.67571e-06,25,0,27,0,0,36,LL,0,0,9.5e-08,18,8,0.4,0.3,0.2,0.1
RMAT_18_8-0.400000-0.300000-0.200000-0.100000,ONLP,262144,2097152,0.0689884,2.27551,10325,6.67571e-06,25,0,27,0,0,36,LL,0,0,5.3e-08,18,8,0.4,0.3,0.2,0.1
RMAT_18_8-0.400000-0.300000-0.200000-0.100000,ONLP,262144,2097152,0.0689454,2.27569,10325,6.67571e-06,25,0,27,0,0,36,LL,0,0,6.1e-08,18,8,0.4,0.3,0.2,0.1
RMAT_18_8-0.400000-0.300000-0.200000-0.100000,ONLP,262144,2097152,0.0689613,2.27435,10325,6.67571e-06,25,0,27,0,0,36,LL,0,0,9.5e-08,18,8,0.4,0.3,0.2,0.1
RMAT_18_8-0.400000-0.300000-0.200000-0.100000,ONLP,262144,2097152,0.0691986,2.28316,10325,6.67571e-06,25,0,28,0,0,36,LL,0,0,6.6e-08,18,8,0.4,0.3,0.2,0.1
RMAT_18_8-0.400000-0.300000-0.200000-0.100000,ONLP,262144,2097152,0.069117,2.28126,10325,6.67571e-06,25,0,27,0,0,36,LL,0,0,8e-08,18,8,0.4,0.3,0.2,0.1
RMAT_18_8-0.400000-0.300000-0.200000-0.100000,ONLP,262144,2097152,0.0685208,2.23953,10325,6.67571e-06,25,0,26,0,0,36,LL,0,0,5.9e-08,18,8,0.4,0.3,0.2,0.1
RMAT_19_32-0.570000-0.190000-0.190000-0.050000,PLM,524288,16777216,8.05605,89.0836,134502,0.0558114,25,7208.29,7402.29,261.934,0,36,L1D,0,0,0,19,32,0.57,0.19,0.19,0.05
RMAT_19_32-0.570000-0.190000-0.190000-0.050000,PLM,524288,16777216,11.0815,118.192,134508,0.0561532,25,10063,10373,285.205,0,36,L1D,0,0,0,19,32,0.57,0.19,0.19,0.05
